item_name,cat,kcal_100g,fat_100g,carbs_100g,protein_100g,source,cat_l1,cat_l2,cat_l3,item_name_word_count
surtido bagley,dry biscuits,447.0,16.0,69.0,7.4,off,baked goods,cookies & biscuits,dry biscuits,2
kesitas,small crackers,473.0,22.0,60.0,10.0,off,baked goods,crackers,small crackers,1
alfajor bon o bon blanco,alfajores,507.0,25.0,63.0,7.5,off,baked goods,cakes & pastries,alfajores,5
tortitas black,filled biscuits,478.0,22.0,64.0,1.1,off,baked goods,cookies & biscuits,filled biscuits,2
rex,small crackers,478.0,22.0,62.0,8.6,off,baked goods,crackers,small crackers,1
sonrisas,filled biscuits,412.0,13.0,67.0,7.1,off,baked goods,cookies & biscuits,filled biscuits,1
galletas de cereal,biscuits,433.333333333333,1.33333e-05,73.3333333333333,10.0,off,baked goods,cookies & biscuits,biscuits,3
bread crumb,bread crumbs,333.0,0.0,73.33,10.0,off,grains & pasta,bread,bread crumbs,2
salchichas paladini,sausages,234.0,18.0,6.4,12.0,off,meat,sausages & hot dogs,sausages,2
salsa de soja tradicional,soy sauces,0.0,0.0,0.8,0.0,off,condiments & sauces,seasoning & spices,soy sauces,4
aceite de oliva extra virgen,virgin olive oils,969.0,107.0,0.0,0.25,off,fats & oils,vegetable & cooking oils,virgin olive oils,5
opera,stuffed wafers,509.0,23.0,69.0,5.4,off,baked goods,cookies & biscuits,stuffed wafers,1
yerba mate,herbal teas,60.0,0.0,12.0,4.0,off,beverages,tea,herbal teas,2
galletas de arroz,puffed rice cakes,400.0,2.33333333333333,76.6666666666667,9.0,off,snacks,popcorn & puffed snacks,puffed rice cakes,3
granola seeds and nuts,mueslis,368.0,12.0,52.0,12.0,off,grains & pasta,cereal,mueslis,4
confitados,caramels,381.0,1.4,91.0,1.0,off,sweets & confectionery,candy & gummy,caramels,1
bon o bon,flavoured milk chocolates,555.0,36.0,48.0,10.0,off,,,flavoured milk chocolates,3
extreme tubitos,golosinas-aciduladas,372.0,2.6,85.0,2.4,off,,,golosinas-aciduladas,2
tiburoncitos,gummi candies,97.0,4.7225,71.4625,0.0425,off,sweets & confectionery,candy & gummy,gummi candies,1
chocolate con leche,milk chocolate bar,527.0,29.0,61.0,5.9,off,sweets & confectionery,chocolate,milk chocolate bar,3
chocolate blanco,white chocolate bars,543.0,31.0,60.0,6.8,off,sweets & confectionery,chocolate,white chocolate bars,2
saladix pizza,salty snacks,441.0,15.0,66.0,10.0,off,snacks,other snacks,salty snacks,2
queso rallado reggianito ls,grated cheese,390.0,26.0,0.0,38.0,off,dairy & eggs,cheese,grated cheese,4
queso rallado,grated cheese,39.0,2.6,0.0,3.8,off,dairy & eggs,cheese,grated cheese,2
finlandia clasico,cheese spreads,286.666666666667,27.3333333333333,3.33333333333333,7.0,off,dairy & eggs,cheese,cheese spreads,2
finlandia light,cheese spreads,194.0,16.0,3.8,9.0,off,dairy & eggs,cheese,cheese spreads,2
leche red en lactosa,milks,40.0,1.0,4.8,3.0,off,dairy & eggs,milk,milks,4
leche larga vida parcialmente descremada,cow milks,40.0,0.6,4.8,3.0,off,dairy & eggs,milk,cow milks,5
coca cola lata,colas,42.090395480226,0.0,11.0169491525424,0.0,off,beverages,soda & soft drinks,colas,3
sprite,sweetened beverages,20.0,0.0,5.0,0.0,off,beverages,soda & soft drinks,sweetened beverages,1
coca cola,sweetened beverages,30.0,0.0,7.5,0.0,off,beverages,soda & soft drinks,sweetened beverages,2
coca cola zero,sweetened beverages,0.0,0.0,0.0,0.0,off,beverages,soda & soft drinks,sweetened beverages,3
powerade manzana,sweetened beverages,25.0,0.0,6.0,0.0,off,beverages,soda & soft drinks,sweetened beverages,2
powerade bebida mountain,energy drinks,25.0,0.0,6.0,0.0,off,beverages,energy & sport drinks,energy drinks,3
aquarius manzana,sweetened beverages,32.0,0.0,7.5,0.0,off,beverages,soda & soft drinks,sweetened beverages,2
aquarius pomelo,sweetened beverages,32.0,0.0,7.5,0.0,off,beverages,soda & soft drinks,sweetened beverages,2
aquarius uva,beverages,32.0,0.0,0.0,0.0,off,beverages,other beverages,beverages,2
cepita del valle naranja,sweetened beverages,52.0,0.0,12.5,0.0,off,beverages,soda & soft drinks,sweetened beverages,4
flan sin huevo sabor vainilla,flans,125.0,2.8,22.0,2.7,off,dairy & eggs,dairy desserts,flans,5
yogur frutos bosque,yogurts,99.0,1.7,18.0,2.8,off,dairy & eggs,yogurt,yogurts,3
yogur vainilla yofrey,flavoured yogurts,92.1428571428571,2.07142857142857,15.0,3.28571428571429,off,dairy & eggs,yogurt,flavoured yogurts,3
shot,chocolates,552.0,33.6,52.0,11.2,off,sweets & confectionery,chocolate,chocolates,1
ser natural,cow milk yogurts,61.5,0.6,7.5,6.5,off,dairy & eggs,yogurt,cow milk yogurts,2
postre chocolate danette,chocolate desserts,134.736842105263,4.0,21.0526315789474,3.68421052631579,off,dairy & eggs,dairy desserts,chocolate desserts,3
danette flan con caramelo,dairy desserts,151.578947368421,4.94736842105263,23.1578947368421,3.68421052631579,off,dairy & eggs,dairy desserts,dairy desserts,4
postre vainilla serenisima,dairy desserts,104.210526315789,2.21052631578947,18.9473684210526,2.21052631578947,off,dairy & eggs,dairy desserts,dairy desserts,3
danonino bebible frutilla,yogurts,106.0,2.0,16.0,6.0,off,dairy & eggs,yogurt,yogurts,3
queso descremado,cheeses,130.0,7.0,10.0,6.33333333333333,off,dairy & eggs,cheese,cheeses,2
yogurisimo griego frutilla,strawberry yogurts,82.1428571428571,2.5,8.57142857142857,6.28571428571429,off,dairy & eggs,yogurt,strawberry yogurts,3
yogurisimo griego vainilla,greek-style yogurts,82.1428571428571,2.5,8.57142857142857,6.28571428571429,off,dairy & eggs,yogurt,greek-style yogurts,3
griego natural endulzado,greek-style yogurts,89.5,3.6,23.0,14.0,off,dairy & eggs,yogurt,greek-style yogurts,3
casan crem balance,cream cheeses,153.333333333333,10.6666666666667,6.66666666666667,7.33333333333333,off,dairy & eggs,cheese,cream cheeses,3
queso descremado,cheeses,130.0,7.0,10.0,6.33333333333333,off,dairy & eggs,cheese,cheeses,2
casanmcrem,cream cheeses,153.333333333333,10.6666666666667,6.66666666666667,7.33333333333333,off,dairy & eggs,cheese,cream cheeses,1
ser pro vainilla,yogurts,71.0526315789474,1.0,7.36842105263158,7.89473684210526,off,dairy & eggs,yogurt,yogurts,3
queso adler fundido salame,cheeses,308.0,28.0,3.2,11.2,off,dairy & eggs,cheese,cheeses,4
garbanzos secos,chickpeas,104.615384615385,2.30769230769231,14.6153846153846,6.92307692307692,off,legumes & beans,dried legumes,chickpeas,2
vainillas,vanilla,373.333333333333,6.0,73.3333333333333,6.66666666666667,off,,,vanilla,1
alfajores chocolate clasico,alfajores,375.0,13.0,58.0,6.4,off,baked goods,cakes & pastries,alfajores,3
dulce de leche,milk jams,305.0,6.0,57.5,6.0,off,sweets & confectionery,jams & spreads,milk jams,3
havanna,alfajores,381.818181818182,12.5454545454545,60.0,6.0,off,baked goods,cakes & pastries,alfajores,1
pritty,lemonade,97.0,0.0,23.0,0.0,off,beverages,soda & soft drinks,lemonade,1
pepas con mebrillo,tartlet biscuits with fruit preparation,390.0,16.0,57.0,16.0,off,baked goods,cookies & biscuits,tartlet biscuits with fruit preparation,3
clasicas,wheat breads,384.0,1.8,80.0,12.0,off,grains & pasta,bread,wheat breads,1
donuts chocolate,biscuits,460.0,21.3333333333333,60.0,6.66666666666667,off,baked goods,cookies & biscuits,biscuits,2
agua,mineral waters,30.0,0.0,4.0,0.0,off,beverages,water,mineral waters,1
ronda,biscuits or cookies variety packs,530.0,30.6666666666667,53.3333333333333,8.33333333333333,off,,,biscuits or cookies variety packs,1
yerba mate verdeflor hierbas serranas,herbal tea blends,60.0,0.0,12.0,3.0,off,beverages,tea,herbal tea blends,5
yerba corregido,herbal teas,64.0,0.0,14.4,1.8,off,beverages,tea,herbal teas,2
rapiditas bimbo integrales,flatbreads,280.0,6.18181818181818,47.2727272727273,8.90909090909091,off,grains & pasta,bread,flatbreads,3
mayonesa light,light mayonnaises,183.333333333333,15.8333333333333,10.0,0.0,off,condiments & sauces,salad dressing & mayonnaise,light mayonnaises,2
turron and mani,creamy peanut turrón,392.0,7.9,73.0,8.8,off,,,creamy peanut turrón,3
galletitas saladas snack cracker,biscuits,473.33333,21.66667,60.0,9.0,off,baked goods,cookies & biscuits,biscuits,4
queso untable magro la paulina,cheeses,145.0,7.4,5.6,14.0,off,dairy & eggs,cheese,cheeses,5
bizcocho salado,biscuits,516.666666666667,29.6666666666667,53.3333333333333,9.0,off,baked goods,cookies & biscuits,biscuits,2
bizcocho dulce,biscuits,496.666666666667,25.3333333333333,60.0,8.66666666666667,off,baked goods,cookies & biscuits,biscuits,2
galletitas mix de semillas,biscuits,463.333333333333,20.0,60.0,11.0,off,baked goods,cookies & biscuits,biscuits,4
cereal mix,sweet snacks,403.846153846154,11.9230769230769,69.2307692307692,5.0,off,snacks,other snacks,sweet snacks,2
clasicas tradicional xl,frozen fries,119.0,3.3,19.0,3.2,off,vegetables,frozen vegetables,frozen fries,3
papas noisette,hazelnuts,163.529411764706,6.58823529411765,23.5294117647059,2.58823529411765,off,snacks,nuts & seeds,hazelnuts,2
pepas,tartlet biscuits with fruit preparation,436.666666666667,16.6666666666667,66.6666666666667,4.66666666666667,off,baked goods,cookies & biscuits,tartlet biscuits with fruit preparation,1
levite pomelo,sweetened beverages,35.5,0.0,8.5,0.0,off,beverages,soda & soft drinks,sweetened beverages,2
mermelada dietetica arandano,dietary jams,350.0,0.0,17.0,0.6,off,,,dietary jams,3
citric naranja con pulpa,refrigerated squeezed orange juices,45.4,0.11,9.61,0.61,off,,,refrigerated squeezed orange juices,4
espinaca,frozen spinachs,28.7,0.5,2.25,2.62,off,vegetables,frozen vegetables,frozen spinachs,1
noquis di pascualle,pastas,248.0,3.6,44.0,10.0,off,grains & pasta,pasta & noodles,pastas,3
pasta de mani natural,peanut butters,585.0,49.0,10.0,26.0,off,sweets & confectionery,jams & spreads,peanut butters,4
manteca de mani crunchy,peanut butters,538.0,47.0,17.0,23.0,off,sweets & confectionery,jams & spreads,peanut butters,4
arroz yamani integral,yamani,338.0,0.0,76.0,6.2,off,,,yamani,3
muecas cacao,cereal bars,486.0,24.8,54.4,11.2,off,snacks,snack bars,cereal bars,2
alfajor rasta blanco,alfajores,385.714285714286,15.7142857142857,60.0,7.0,off,baked goods,cakes & pastries,alfajores,3
alfajor negro rasta,alfajores,385.714285714286,15.7142857142857,60.0,7.0,off,baked goods,cakes & pastries,alfajores,3
rhodesia,biscuits,547.619047619048,29.047619047619,66.6666666666667,4.76190476190476,off,baked goods,cookies & biscuits,biscuits,1
granola miel and almendras,cereales-para-desayuno,420.0,6.0,63.0,8.0,off,grains & pasta,cereal,cereales-para-desayuno,4
vivo proteina granola cacao,cereales,442.0,18.0,42.0,20.0,off,,,cereales,4
surtido de mariscos,surtido-de-mariscos,89.0,2.6,1.8,14.6,off,,,surtido-de-mariscos,3
mas sabor frutos de bosque,refrescos-con-sabor-a-frutas,3.0,0.0,0.2,0.0,off,,,refrescos-con-sabor-a-frutas,5
hamburguesa,hamburguesas,227.0,20.4,0.5,10.3,off,,,hamburguesas,1
corte pluma pechuga acaramelada pavo,pechuga-de-pavo-en-lonchas,67.0,1.8,1.1,11.7,off,,,pechuga-de-pavo-en-lonchas,5
barras colacion,barras-de-cereal,293.0,3.8,44.4,5.7,off,,,barras-de-cereal,2
ramitas saladas,snacks,448.0,24.0,60.0,8.1,off,snacks,other snacks,snacks,2
stax original,snacks-salados,468.0,0.0,41.6666666666667,0.0,off,snacks,other snacks,snacks-salados,2
burrito wrap integral xl,tortillas-integrales,266.0,5.6,39.0,9.0,off,,,tortillas-integrales,4
maxivilla burritos y wraps xxl,tortillas-de-trigo,274.0,8.6,48.0,8.0,off,grains & pasta,bread,tortillas-de-trigo,5
mifrut compota,snacks,65.0,0.0,15.6,0.7,off,snacks,other snacks,snacks,2
vivo protein sabor coco,barras-de-proteinas,380.0,37.5,45.0,7.5,off,snacks,snack bars,barras-de-proteinas,4
chubi,milk chocolate candies,478.0,20.0,71.0,2.5,off,sweets & confectionery,chocolate,milk chocolate candies,1
cracker sabor tradicional,galletas-saladas,0.0,0.0,0.0,0.0,off,baked goods,crackers,galletas-saladas,3
aceitunas sevillanas,productos-del-olivo,130.0,13.2,0.0,1.2,off,,,productos-del-olivo,2
salsa barbecue light,salsas-para-carnes,164.0,0.5,35.6,1.5,off,,,salsas-para-carnes,3
cacao amargo,cacaos-y-sus-productos,285.0,13.7,20.9,19.6,off,,,cacaos-y-sus-productos,2
rusticas sabor queso oregano,papas-fritas,486.0,25.0,58.6,6.8,off,,,papas-fritas,4
arroz largo ancho,semillas,335.0,1.3,74.0,6.7,off,,,semillas,3
protein chocolate peanut butter,barras-de-proteina,369.0,12.1,29.2,37.0,off,,,barras-de-proteina,4
nectar naranja,nectares-de-naranja-light,11.0,0.0,2.2,0.2,off,,,nectares-de-naranja-light,2
nectar de multi frutilla,nectares-de-frutas,19.0,0.0,4.5,0.0,off,,,nectares-de-frutas,4
powerade rojo,bebidas-isotonicas,21.0,0.0,4.9,0.0,off,,,bebidas-isotonicas,2
nectar de durazno,nectares-de-durazno,13.0,0.0,2.5,0.1,off,,,nectares-de-durazno,3
postres del sur chocolate,postres,164.0,5.6,24.0,4.4,off,,,postres,4
leche semidescremada con cacao,flavoured milks,63.0,1.9,6.0,6.0,off,dairy & eggs,milk,flavoured milks,4
batifrut papaya,yogures-de-papaya,97.0,2.2,15.0,3.0,off,,,yogures-de-papaya,2
protein sabor cappuccino,lacteos,56.0,1.4,4.9,6.0,off,other,other,lacteos,3
mantequilla aceite de canola,butters,769.0,85.0,0.4,0.5,off,dairy & eggs,butter & cream,butters,4
protein extra proteina granolapro,yogures-sin-lactosa,87.3239436619718,0.915492957746479,10.4225352112676,9.36619718309859,off,,,yogures-sin-lactosa,4
origen yoghurt natural no endulzado,yogures-sin-azucar,85.0,5.6,5.3,3.3,off,,,yogures-sin-azucar,5
yoghurt protein plus sin azucar,yogurts,64.0,0.32,7.93333333333333,7.4,off,dairy & eggs,yogurt,yogurts,5
yoghurt protein plus natural endulzado,yogures-naturales,56.0,0.2,5.6,7.4,off,,,yogures-naturales,5
energia nutritiva,lacteos,49.0,2.9,6.5,2.5,off,other,other,lacteos,2
grandota,tortillas-de-harina-de-trigo,274.0,4.7,43.9,9.1,off,,,tortillas-de-harina-de-trigo,1
rapiditas integral xl,tortillas-de-trigo-integrales,265.0,4.3,48.0,8.5,off,,,tortillas-de-trigo-integrales,3
rapiditas,tortillas,270.0,4.6,48.0,9.0,off,grains & pasta,bread,tortillas,1
pan blanco mediano receta tradicional,panes-de-molde-blancos,275.0,5.3,47.0,9.4,off,,,panes-de-molde-blancos,5
hi low pan integral,panes-integrales,224.0,3.9,15.8,22.4,off,,,panes-integrales,4
multigrano proteina,multigrain sliced breads,261.0,4.4,38.6,16.0,off,grains & pasta,bread,multigrain sliced breads,2
ensalada pollo arroz del huerto,ensaladas-de-pollo,139.0,3.7,17.8,8.6,off,,,ensaladas-de-pollo,5
pan integral lizana y chia,breads,239.0,2.5999999046326,40.0,14.0,off,grains & pasta,bread,breads,5
pan de molde blanco xl,panes-de-molde-blancos,272.0,3.6,50.0,11.0,off,,,panes-de-molde-blancos,5
queque relleno crema,queques-rellenos-de-crema,220.0,10.0,26.3333333333333,6.0,off,,,queques-rellenos-de-crema,3
aceite de coco,coconut oils,893.0,99.0,0.0,0.0,off,fats & oils,vegetable & cooking oils,coconut oils,3
sin gluten galletas de coco,snacks-dulces,387.0,15.1,66.2,2.5,off,sweets & confectionery,candy & gummy,snacks-dulces,5
barra de fruta lucuma manjar,postres-helados,165.0,6.3,17.1,3.1,off,dairy & eggs,ice cream & frozen yogurt,postres-helados,5
mermelada de durazno,untables-dulces,97.0,0.1,33.0,0.6,off,,,untables-dulces,3
mermelada de mora,mermeladas-de-mora,78.0,0.2,26.0,0.8,off,,,mermeladas-de-mora,3
platanitos artesanales,platanos-fritos-en-hojuelas,488.0,25.1,63.5,2.2,off,,,platanos-fritos-en-hojuelas,2
buka mix vegetales original,chips-de-vegetales,514.0,33.4,60.7,5.9,off,,,chips-de-vegetales,4
galletas de arroz endulzalas,galletas-de-arroz,327.0,1.4,72.4,6.3,off,,,galletas-de-arroz,4
protein mix pancake,preparados-para-postres,439.0,16.4,44.2,27.4,off,,,preparados-para-postres,3
kids compota manzana y frutilla,compotas-de-manzana-y-fresa,61.7,0.1,14.7,0.2,off,,,compotas-de-manzana-y-fresa,5
puri pop popcorn endulzadas,palomitas-de-maiz,270.0,5.6,41.1,5.6,off,,,palomitas-de-maiz,4
estrellitas sabor miel probioticos,cereales-para-desayuno,301.0,1.2,66.7,6.7,off,grains & pasta,cereal,cereales-para-desayuno,4
atun lomitos en agua,productos-enlatados,107.0,0.4,0.0,25.9,off,,,productos-enlatados,4
sweet vegan,suplementos-para-deportistas,409.8,6.2,4.5,84.0,off,supplements,sport nutrition,suplementos-para-deportistas,2
protein,barras-de-proteina,396.0,13.5,37.5,31.2,off,,,barras-de-proteina,1
protein granola golden crunchy,granola-proteica,988.416988416989,27.7992277992278,135.135135135135,84.1698841698843,off,,,granola-proteica,4
chocolada cuchufli artesanal con manjar,cuchufli-con-manjar,439.0,14.6,56.0,5.3,off,,,cuchufli-con-manjar,5
electrolitos electrolyte drink mix,bebidas-funcionales,375.0,0.0,93.8,0.0,off,,,bebidas-funcionales,4
miel pura de abejas,productos-de-la-colmena,304.0,0.0,82.4,0.3,off,,,productos-de-la-colmena,4
granola protein cacao,cereales,384.0,8.2,38.9,26.6,off,,,cereales,3
salsa de ketchup light,salsas-de-tomate,61.0,0.5,12.6,1.4,off,,,salsas-de-tomate,4
ketchup hellmanns light,ketchup,61.0,0.5,12.6,1.4,off,condiments & sauces,ketchup & mustard,ketchup,3
tortilla fajita mediana,tortillas-de-trigo,272.0,4.7,49.3,8.2,off,grains & pasta,bread,tortillas-de-trigo,3
tortilla fiesta mediana,tortillas-de-trigo,272.0,4.7,49.3,8.2,off,grains & pasta,bread,tortillas-de-trigo,3
peanut butter american style,untables-de-frutos-secos,587.0,47.5,16.5,23.5,off,,,untables-de-frutos-secos,4
huevos de gallinas libres,productos-de-origen-animal,149.0,9.8,0.8,12.0,off,,,productos-de-origen-animal,4
avena instantanea unimarc,breakfast cereals,373.7,6.9,55.7,16.9,off,grains & pasta,cereal,breakfast cereals,3
manjar con alulosa,manjar,244.0,7.4,4.1,7.2,off,,,manjar,3
chuletitas,chuletas-de-cerdo,151.0,6.7,0.5,22.1,off,,,chuletas-de-cerdo,1
hamburguesa tradicional,productos-congelados,273.0,21.4,4.7,15.3,off,,,productos-congelados,2
yogurt de vainilla lactolanda,cow milk yogurts,32.8571428571429,0.0,4.78571428571429,3.42857142857143,off,dairy & eggs,yogurt,cow milk yogurts,4
datteri,dates,306.0,0.2,74.0,2.2,off,fruits,dried fruits,dates,1
cacao en polvo organico,instant chocolate powders,387.0,20.6,11.6,22.4,off,beverages,powdered drinks,instant chocolate powders,4
pan de yuca,breads,363.63636363636,18.181818181818,40.909090909091,9.0909090909091,off,grains & pasta,bread,breads,3
dark milk chocolates,chocolates,600.0,40.0,48.0,8.0,off,sweets & confectionery,chocolate,chocolates,3
maiz cakes,puffed multigrain cakes,25.0,0.0,5.0,1.0,off,,,puffed multigrain cakes,2
cereal,cereals and their products,376.666666666667,4.66666666666667,76.6666666666667,6.33333333333333,off,grains & pasta,cereal,cereals and their products,1
kitkat,chocolate biscuity bars,372.317493478571,13.5575660721429,68.43903583,10.4586487057857,off,baked goods,cookies & biscuits,chocolate biscuity bars,1
nescafe original,brazilian coffees,396.6,15.4,40.2,14.4,off,,,brazilian coffees,2
farinha lactea,baby foods,406.666666666667,6.33333333333333,73.3333333333333,12.6666666666667,off,baby food,baby food,baby foods,2
show flakes,cereal flakes,381.0,2.4,82.0,5.7,off,grains & pasta,cereal,cereal flakes,2
kitkat white,chocolate biscuity bars,530.120481927711,28.9156626506024,57.8313253012048,7.71084337349398,off,baked goods,cookies & biscuits,chocolate biscuity bars,2
nescau,instant chocolate powders,380.0,2.0,85.0,3.0,off,beverages,powdered drinks,instant chocolate powders,1
iogurte morango,fruit yogurts,51.25,0.0,3.44,9.38,off,dairy & eggs,yogurt,fruit yogurts,2
batata extra fina,chips and fries,576.0,44.0,38.8,4.8,off,snacks,chips & crisps,chips and fries,3
margarina cremosa com sal,80% salted vegetable fat,722.0,80.0,0.4,0.0,off,,,80% salted vegetable fat,4
pan blanco,wheat breads,274.0,5.0,49.0,8.3,off,grains & pasta,bread,wheat breads,2
guarana antarctica,bebidas-gaseosas,41.5,0.0,10.0,0.0,off,,,bebidas-gaseosas,2
pure gold cerveja puro malte,beers without gluten,34.0,0.0,0.91,0.0,off,,,beers without gluten,5
cheetos elma chips,corn chips,497.142857142857,23.7142857142857,65.7142857142857,5.14285714285714,off,snacks,chips & crisps,corn chips,3
kibe,meat analogues from soy or wheat proteins,197.5,6.70592089166666,9.96153443333333,5.53668379166667,off,plant-based alternatives,plant-based meat,meat analogues from soy or wheat proteins,1
biscoito doce sabor leite,biscuits,422.0,12.0,72.0,6.5,off,baked goods,cookies & biscuits,biscuits,4
sabor cheddar e bacon,salty snacks made from potato,510.0,29.0,58.0,4.3,off,snacks,chips & crisps,salty snacks made from potato,4
molho de pimenta sriracha,groceries,31.8181818181818,0.0,8.18181818181818,0.0,off,other,undefined,groceries,4
creme de ricota light,ricotta,146.666666666667,11.0,2.66666666666667,9.0,off,dairy & eggs,cheese,ricotta,4
leite desnatado,skimmed milks,31.0,0.0,4.7,3.0,off,dairy & eggs,milk,skimmed milks,2
itambe desnatado,milks,31.5,0.0,4.6,3.3,off,dairy & eggs,milk,milks,2
fit itambe zero yogurt liquido,low-fat yogurts,26.0,0.0,3.4,3.1,off,dairy & eggs,yogurt,low-fat yogurts,5
pao sem gluten,breads,288.0,6.4,56.0,1.6,off,grains & pasta,bread,breads,3
wrap integral,breads,246.0,3.8,42.0,11.0,off,grains & pasta,bread,breads,2
wickbold tradicional,white breads,228.0,1.8,50.0,9.0,off,grains & pasta,bread,white breads,2
pao de queijo,breads,336.0,20.0,40.0,7.5,off,grains & pasta,bread,breads,3
sardinhas com molho de tomate,sardines in tomato sauce,189.0,9.2,3.6,23.0,off,fish & seafood,canned & smoked fish,sardines in tomato sauce,5
massa de pastel,dry pastas,310.0,6.66666666666667,53.3333333333333,6.66666666666667,off,grains & pasta,pasta & noodles,dry pastas,3
leite uht integral,uht milks,58.0,3.0,4.5,3.2,off,dairy & eggs,milk,uht milks,3
bebida lactea sabor chocolate,chocolate milks,72.0,2.1,12.0,1.2,off,dairy & eggs,milk,chocolate milks,4
biscoito de arroz original,biscuits,19.0,10.0,80.0,6.66667,off,baked goods,cookies & biscuits,biscuits,4
massa de tapioca,pastas,149.0,0.200000002980232,33.0,3.70000004768372,off,grains & pasta,pasta & noodles,pastas,3
twix,chocolate candies,72.0,3.20000004768372,13.0,2.40000009536743,off,sweets & confectionery,candy & gummy,chocolate candies,1
plain yogurt,plain yogurts,69.0,3.4,5.4,4.2,off,dairy & eggs,yogurt,plain yogurts,2
iogurte desnatado,yogurts,43.0,0.300000011920929,6.69999980926514,2.90000009536743,off,dairy & eggs,yogurt,yogurts,2
ferrero rocher,candies,604.0,43.0,44.0,8.2,off,sweets & confectionery,candy & gummy,candies,2
iogurte natural whey morango,yogurts,46.0,0.0,5.9,5.6,off,dairy & eggs,yogurt,yogurts,4
iogurte natural desnatado verde campo,low-fat yogurts,37.1428571428571,0.0,5.57142857142857,3.78571428571429,off,dairy & eggs,yogurt,low-fat yogurts,5
queijo parmesao ralado piracanjuba,cheeses,39.0,3.0,0.0,3.0,off,dairy & eggs,cheese,cheeses,4
leite desnatado caixa,skimmed milks,34.0,0.4,4.6,3.1,off,dairy & eggs,milk,skimmed milks,3
best whey cheesecake de maracuja,suplementos-alimenticios,195.0,10.0,19.0,12.0,off,,,suplementos-alimenticios,5
farinha de milho,cereal flours,352.0,1.5,79.0,7.2,off,grains & pasta,flour & corn meal,cereal flours,3
milhoca tapioca com milho,tapioca,240.0,0.0,55.0,2.7,off,grains & pasta,other grains,tapioca,4
sequilhos mousse de limao,wafers,459.0,13.0,81.0,1.9,off,baked goods,cookies & biscuits,wafers,4
refrigerante de guarana organico,energy drinks,36.0,0.0,9.0,0.0,off,beverages,energy & sport drinks,energy drinks,4
caju para,juices and nectars,51.0,3.7,2.3,2.0,off,fruits,fruit juices,juices and nectars,2
agua de coco integral,coconut waters,22.0,0.0,5.3,0.0,off,beverages,other beverages,coconut waters,4
tempe de soja organica fatiado,vegan,195.0,11.0,1.4,22.0,off,other,other,vegan,5
trevalligpanna alta digeribilita,creams,287.0,27.0,8.8,2.2,off,dairy & eggs,butter & cream,creams,3
sekt asti cinzano,getranke,660.1,0.0,0.0,0.0,off,beverages,other beverages,getranke,3
riz basmati,basmati rices,343.0,0.5,75.4,9.3,off,grains & pasta,rice,basmati rices,2
riz long parfume de thailande,long grain rices,345.0,0.5,77.0,8.0,off,grains & pasta,rice,long grain rices,5
il mio dado classico,groceries,235.0,20.0,1.7,12.0,off,other,undefined,groceries,4
noodles alle verdure,instant noodles,92.0,3.9,12.0,2.1,off,grains & pasta,pasta & noodles,instant noodles,3
macaroni,durum wheat macaroni,357.0,1.3,72.0,13.0,off,grains & pasta,pasta & noodles,durum wheat macaroni,1
mini gnocchi,potato gnocchi,163.0,0.4,35.0,4.3,off,grains & pasta,pasta & noodles,potato gnocchi,2
ricotta e pistacchio,sauces,365.0,33.0,13.0,2.8,off,condiments & sauces,cooking sauces,sauces,3
grand italia gnocchi di patate,potato gnocchi,176.0,0.4,38.0,4.5,off,grains & pasta,pasta & noodles,potato gnocchi,4
spaghetti all uovo,spaghetti,367.0,3.4,69.0,13.0,off,grains & pasta,pasta & noodles,spaghetti,3
spaghetti volkoren,whole durum wheat spaghetti,348.948374760994,3.3,63.0,13.0,off,,,whole durum wheat spaghetti,2
risotto,meals,113.0,0.8,24.0,2.1,off,prepared & frozen meals,prepared meals,meals,1
penne tradizionale,penne,357.0,1.3,72.0,13.0,off,grains & pasta,pasta & noodles,penne,2
acqua minerale,natural mineral waters,0.0,0.0,0.0,0.0,off,beverages,water,natural mineral waters,2
cafe en grain,coffee beans,396.6,15.4,40.2,14.4,off,beverages,coffee,coffee beans,3
caffe crema classico kaffee,coffee beans,1.0,15.4,0.3,0.2,off,beverages,coffee,coffee beans,4
espresso barista,coffee beans,1.0,0.0,0.3,0.2,off,beverages,coffee,coffee beans,2
qualta rossa,nespresso-compatible coffee capsules,396.6,15.4,40.2,14.4,off,beverages,coffee,nespresso-compatible coffee capsules,2
espresso maestro,nespresso-compatible coffee capsules,396.6,15.4,40.2,14.4,off,beverages,coffee,nespresso-compatible coffee capsules,2
cappuccino,coffees,48.0,1.1,6.9,2.5,off,beverages,coffee,coffees,1
cafe torrefie moulu,coffee capsules,396.6,15.4,40.2,14.4,off,beverages,coffee,coffee capsules,3
hero light ciliegie nere,cherry jams,49.0,0.3,12.5,0.5,off,sweets & confectionery,jams & spreads,cherry jams,4
cracker tuc classico,snacks-salati,461.0,18.0,65.0,8.3,off,,,snacks-salati,3
stelline,durum wheat pasta,357.0,1.0,73.0,14.0,off,grains & pasta,pasta & noodles,durum wheat pasta,1
pate schiaffoni,durum wheat pasta,357.0,1.0,73.0,14.0,off,grains & pasta,pasta & noodles,durum wheat pasta,2
nescafe per latte,instant coffees,296.0,1.1,42.6,19.4,off,beverages,coffee,instant coffees,3
melba toast con sesamo,toasts,407.0,6.1,72.7,12.1,off,grains & pasta,bread,toasts,4
